housing_median_age,total_bedrooms,households,median_income,median_house_value
31,217,236,6.6112,251600
30,588,569,4.0972,181400
38,315,340,2.3487,101600
40,536,505,3.125,130600
37,393,355,1.6932,78400
43,280,280,2.3542,103900
36,357,356,2.9911,96400
37,413,384,3.1014,96800
42,281,271,3.3906,124200
41,685,626,2.1975,73500
37,361,356,1.9837,62300
36,510,483,1.4138,52500
43,725,625,1.4625,54400
44,146,125,1.3646,65400
18,169,128,2.9219,152900
32,439,449,3.319,84500
30,271,263,3.0313,87900
29,330,309,3.7414,98500
30,607,579,3.1768,79500
34,479,471,3.9792,164800
31,585,561,4.2885,160300
30,623,594,3.5737,171200
23,1456,1386,3.0963,156900
21,790,761,4.1,158300
25,745,739,5.0371,180200
14,851,837,6.5253,216800
9,738,750,5.7621,204600
15,1051,997,4.2075,183600
17,1590,1513,4.2216,217900
17,477,495,6.4667,216800
20,1324,1174,3.1607,178900
19,805,855,4.8497,184400
5,5027,4855,4.8811,212200
5,800,670,3.6196,152800
6,1535,1481,5.1442,174500
34,497,530,3.1583,95800
24,201,205,2.5926,72300
23,792,659,1.3679,70300
26,301,300,2.6613,77700
29,690,696,2.7368,78200
32,725,675,3.3689,83400
26,806,752,1.5908,78600
26,832,816,2.735,74600
17,790,770,2.3233,78800
25,551,487,2.6382,76200
26,1185,1105,2.3496,68000
24,462,476,3.2702,67300
38,384,354,1.7891,60500
38,388,315,1.7714,69900
34,415,395,2.1679,75400
34,354,306,2.4741,87000
39,324,281,1.7692,63900
37,588,556,1.8007,65400
36,411,391,1.5292,55700
26,638,560,1.2575,66800
18,606,599,1.5735,110000
25,665,627,2.7101,99500
17,424,417,1.7188,137500
52,4,9,3.625,80000
42,515,522,1.8205,60400
36,950,847,1.6521,69700
29,901,850,2.2245,75900
37,325,326,2.6288,71200
37,321,312,2.5592,70300
29,797,706,2.1736,72100
32,592,557,1.68,84100
34,285,268,2.71,65600
27,1606,1549,2.214,82400
27,439,415,4.088,96800
20,586,521,1.4007,97500
15,1422,1418,2.8139,90400
24,1539,1397,3.025,87900
15,1995,1752,2.575,107900
34,662,620,3.5323,109800
31,788,771,3.3878,109300
28,510,533,2.9571,103100
12,930,860,3.0625,90500
12,1010,870,2.7262,109800
24,340,372,3.5402,98700
8,659,530,3.5227,93100
17,2444,2335,3.363,103000
13,1992,1882,1.9657,116000
12,1283,1248,3.5968,106300
11,1643,1648,2.9647,108900
19,375,320,2.0062,92000
21,748,734,1.3571,55000
19,1470,1453,4.3644,137400
23,430,460,4.3288,133700
26,264,285,4.6944,130900
25,431,422,3.5278,126200
18,467,447,1.9044,154300
26,398,389,5,142500
14,705,583,1.9167,156300
19,494,442,2.925,142400
38,30,35,0.9274,67500
43,240,237,0.9204,82100
43,21,19,1.725,67500
16,864,755,2.8231,137500
17,1369,1365,5.1385,179500
22,847,826,5.2449,387000
33,357,359,8.4016,338700
25,295,278,5.8416,297600
16,1124,960,3.2443,190700
22,357,368,7.143,327800
23,1078,1018,1.7451,89600
35,193,190,2.2452,102800
36,209,230,3.8672,111400
33,576,503,2.1694,95700
34,38,55,2.6442,55000
36,605,623,3.4784,105500
16,1467,1265,2.0471,104200
18,1446,1305,2.6485,114500
17,3630,3073,2.5245,99100
18,1882,1740,3.089,141400
36,536,515,2.9559,136600
22,1320,1250,2.5238,118800
37,347,355,4.1488,136400
36,237,222,3.0156,103000
33,468,470,2.2264,108100
34,234,251,2.8,113600
25,534,481,2.5363,124600
18,624,616,2.0432,156800
36,434,426,3.2596,98700
36,369,356,2.8462,93400
41,365,339,6.3406,448300
35,544,549,3.788,136800
36,144,150,5.8336,283300
36,159,143,6.8469,446400
34,496,479,3.6053,148600
36,401,398,3.5179,207800
37,390,400,7.3343,280400
38,475,454,5.0497,191700
38,287,276,4.5313,189400
36,369,356,4.775,194100
27,776,761,2.7788,115700
27,611,575,5.0997,170100
35,328,338,4.4643,133000
36,227,245,3.875,133600
35,365,354,5.0492,144100
29,193,206,5.3243,265700
32,480,436,5.0508,225700
25,406,419,8.4699,344000
20,378,368,8.6572,320200
18,228,228,7.8031,267200
23,421,410,5.9174,225900
22,480,463,8.05,380000
24,1008,1031,5.5632,175200
28,985,934,4.875,146400
28,796,830,3.4299,164000
25,1243,1136,2.5511,134100
37,394,362,3.8882,159500
34,503,456,3.058,133000
30,370,359,4.7283,164500
36,48,59,4.6111,139300
19,1069,926,2.1472,143400
32,797,715,2.6623,120700
37,86,99,4.8194,141100
30,1018,1049,4.6127,151800
27,380,368,1.6678,166100
34,610,592,2.2,116500
41,144,150,3.5625,115300
43,199,182,3.0139,115600
42,193,193,3.7569,127100
39,146,144,3.0833,114100
27,537,452,3.0086,126900
30,739,668,2.7813,118900
34,180,167,3.8068,150400
35,359,364,2.4632,156900
27,1487,1387,2.2844,170500
45,624,582,1.8176,160900
30,834,806,2.517,130400
31,452,444,1.8571,98700
28,886,820,2.2292,113200
33,825,782,1.9908,118800
21,763,736,2.5162,97500
33,832,695,2.0786,88600
34,256,243,2.1776,84400
40,252,249,1.3696,65200
41,272,219,2.0224,64900
42,273,274,2.6055,78000
43,225,218,1.6641,67000
42,536,507,1.9412,73100
36,438,382,2.0639,73000
41,313,330,1.8792,63300
41,317,333,2.3214,66800
38,287,280,1.9167,64400
42,382,362,1.8611,60500
44,367,349,1.6033,58500
21,495,445,2.098,49800
18,198,176,3.1696,77400
34,411,422,2.0417,65900
18,442,320,1.125,70500
25,367,307,1.0398,62100
28,240,212,3.8295,122200
38,399,382,1.3302,62200
33,271,236,1.3462,55900
38,370,382,1.6343,71000
37,385,354,1.9107,64700
37,733,588,1.4387,61000
5,502,498,2.6369,110000
8,767,744,3.2039,103400
14,551,533,3.8125,92600
23,343,315,1.867,60600
20,323,328,1.6607,67000
26,658,626,1.56,67600
28,295,258,1.4397,51700
37,315,322,2.5643,59800
38,605,503,1.4861,63100
32,612,618,1.0424,81400
43,178,159,2.4205,60900
35,696,649,1.9871,60900
33,466,418,1.0467,70100
44,413,375,4.6625,158900
46,511,484,1.0685,70000
43,269,290,1.2917,66300
29,538,490,1.9688,135600
34,116,100,0.9379,67500
29,520,483,2.1889,69300
31,NA,281,1.6563,65800
35,360,328,1.6331,67500
17,233,231,3.9615,331300
5,1913,1616,3.6788,178800
6,2617,2329,3.7449,129300
8,3457,3329,3.7188,134500
5,373,322,2.6745,225000
6,143,151,3.1944,117000
8,2996,2885,3.9143,129700
6,974,914,3.4291,105300
23,1279,1262,3.8272,96600
18,315,304,2.3438,89400
28,149,158,2.1029,108600
32,82,98,8.0379,383300
10,528,510,3.0903,91900
25,224,236,4.7396,135500
26,299,290,4.0227,99800
25,406,408,3.5129,101200
10,460,433,4.0625,96200
24,369,355,3.9853,90400
32,183,188,3.8611,93900
28,165,148,2.5,96200
19,534,463,2.0625,94400
32,345,338,3.725,112200
28,308,305,3.6429,105200
24,556,555,3.1942,94900
32,526,521,2.2243,89200
35,254,245,2.8333,103000
19,182,173,5.0155,97300
11,658,622,3.3125,96800
31,181,185,3.625,91300
35,367,372,2.7179,81100
3,603,554,3.9914,120500
50,150,148,2.5062,112500
29,380,387,3.0833,87000
34,187,190,3.3074,84200
35,298,305,4.0673,84200
36,296,305,3.1786,83400
35,327,286,3.2361,84000
35,554,510,2.6713,84400
38,47,51,4.0909,108300
35,192,190,2.7009,80200
29,646,611,3.5429,88200
35,276,277,2.5542,72900
35,290,277,2.4844,77000
40,17,32,1.7596,93800
36,258,267,2.2723,78800
36,338,319,2.555,72700
37,460,357,2.3958,78400
38,228,226,2.2788,73400
35,174,106,0.9338,112500
18,649,606,3.6484,95000
25,764,783,2.2402,89500
30,506,478,3.865,88400
26,410,377,3.4911,88200
16,516,529,3.7857,112700
17,364,331,3.7031,114300
20,1222,1229,4.3118,120000
18,1558,1473,3.5403,98600
2,3513,2873,4.5432,151300
7,935,907,3.9318,133000
15,758,729,3.8355,107000
13,1400,1421,3.6989,93300
5,2979,2832,3.5802,129600
17,684,624,2.3683,82500
5,1507,1356,2.2339,116600
9,779,769,2.3844,86000
22,599,541,2.7955,96500
17,1056,1030,2.4574,103300
17,939,862,1.8972,100500
34,173,130,3.1858,109500
33,282,229,3.6937,99300
28,552,556,4.2743,124000
34,264,285,4.0352,118500
35,117,134,3.0417,120700
16,860,793,1.9805,92900
8,805,774,2.7011,130700
17,257,243,2.8092,137500
18,963,898,2.119,133100
24,769,681,2.5556,105700
14,141,155,3.6953,116100
27,299,282,3.6786,159700
20,546,506,3.2243,107900
15,908,818,2.7797,105500
23,523,513,2.6266,198500
27,246,253,4.6,199000
24,741,723,2.8106,183200
12,578,565,3.8068,161000
27,493,492,2.4342,119500
17,501,482,3.7562,139700
13,540,519,4.0036,161700
23,409,400,2.7181,156800
19,415,397,2.2574,135800
20,864,730,2.4537,153000
22,408,375,2.6023,142200
11,404,415,2.0926,166100
21,518,505,2.7079,148000
20,1148,1063,3.9063,162100
25,607,640,6.2817,288200
24,527,487,3.3182,213000
31,372,339,3.0972,150000
20,1409,1315,3.0348,150500
31,430,456,6.244,240000
29,448,394,3.0864,177900
33,190,201,2.6897,148300
22,845,763,2.774,190200
17,151,159,6.6238,326700
20,830,830,4.0833,160000
19,838,804,4.6302,195400
19,1558,1467,3.6523,158500
27,282,295,5.2081,136400
26,245,267,4.7381,140500
26,193,194,5.078,163400
21,208,205,3.95,143600
23,499,453,3.0952,157700
21,409,374,5.5,165700
21,634,600,3.712,139000
28,550,553,4.2188,139200
26,447,418,4.5278,144300
36,293,306,3.5852,121600
15,1019,990,5.4889,232300
14,510,505,5.6529,196000
13,689,667,5.259,249400
19,476,480,4.6437,212900
19,546,515,4.8088,169500
14,440,429,6.2082,250300
17,1401,1331,3.7869,216100
26,556,550,5.02,169600
19,444,452,6.1183,221600
19,266,255,6.1872,188700
15,520,475,4.1382,189800
21,363,360,5.6864,258700
17,421,384,4.6484,270600
25,601,522,2.9016,159800
22,280,273,4.3098,213500
40,175,160,4.8375,217400
33,289,276,5.2949,173300
27,464,452,3.8816,147300
24,573,544,4.8661,186200
36,16,14,10.2264,350000
19,669,643,3.6298,242100
8,912,897,2.8973,117100
14,1246,1038,3.0212,112900
35,594,576,3.575,113500
15,1051,1037,3.7813,143200
14,2690,2435,2.6016,121200
18,1332,1271,3.235,124700
21,1105,1098,4.0739,115400
11,2372,2250,3.8776,124500
13,1411,1219,1.9093,142900
17,1106,1047,2.8226,99900
32,361,343,3.5769,103800
15,482,503,2.2813,131900
11,420,418,3.9506,122200
14,774,782,4.5245,127500
18,744,660,4.3836,102000
17,551,562,4.3643,124900
16,578,480,3.2444,118400
16,642,629,3.0703,126000
15,421,417,2.7868,117800
15,509,544,4.6923,122700
25,207,217,3.5893,146400
10,890,798,2.8426,130600
21,706,704,3.1382,91600
26,226,244,4.1563,135700
17,704,659,1.962,130200
17,584,568,2.5909,125400
27,353,343,4.8224,115500
31,479,467,4.0417,114500
12,1094,1065,3.5444,132500
13,429,432,3.6995,134900
16,1271,1151,2.1009,82500
22,207,223,3.8603,134300
15,850,814,3.0733,119800
19,438,454,5.2817,140600
20,208,211,4.8523,143000
32,492,454,3.3188,117100
23,340,349,4.2037,125400
16,586,590,4.6488,145300
16,597,568,4.4489,145600
4,827,683,2.7477,133000
13,488,480,5.7133,166800
16,533,543,4.2464,144400
17,638,564,5.2586,137000
17,481,489,4.5562,134500
24,185,194,4.1607,112800
20,236,236,3.7426,135500
15,243,242,4.9688,135600
13,619,622,5.2051,167400
13,70,77,6.1943,276100
14,1034,941,4.2262,244300
18,313,361,4.2273,141800
16,886,802,2.5199,149000
8,241,216,4.0781,124300
15,524,519,2.7388,111600
15,346,352,3.8906,128700
16,615,601,3.75,147300
23,264,258,5.4797,160000
29,174,174,4.3625,158800
20,378,360,1.8589,144000
20,363,346,3.6516,130500
15,941,926,5.2177,162700
16,666,652,4.4609,142900
14,637,635,4.3009,143400
9,1348,1178,4.3826,146600
5,1227,1139,5.6902,243200
11,NA,627,3.2321,390800
7,970,920,6.3528,274500
28,471,463,4.3214,131700
26,607,595,2.7174,137500
10,1278,1169,3.4506,139000
23,273,276,4.4695,214700
18,714,675,4.8542,170500
19,849,849,3.9226,148700
27,971,948,3.8954,133000
28,589,581,4.0182,131700
9,422,369,3.4896,143800
11,956,946,4.1071,145800
20,226,227,4.05,130700
19,626,605,3.0533,112100
16,284,277,4.817,147000
26,287,299,2.9803,115400
10,668,593,4.6902,171000
26,286,274,6.1185,179200
17,217,241,5.47,204800
52,44,29,6.1359,225000
15,557,562,2.5183,293300
37,267,256,3,121900
42,480,426,2.3333,116000
21,1223,1179,3.7796,159000
6,1551,1494,5.0159,189600
21,667,655,3.1161,131600
2,1747,1470,6.2503,222500
8,109,96,4.2031,212500
6,959,931,6.8869,263100
16,441,428,3.6645,203400
4,1565,1494,7.2582,273200
25,94,83,2.233,55000
35,1279,1272,2.6981,112500
35,560,536,3.1711,101900
21,1777,1712,3.6817,136100
24,910,812,2.5035,123700
17,2474,2359,3.9727,132700
25,464,490,4.3235,116900
32,1819,1710,3.3926,103400
13,539,497,2.7652,95600
22,619,561,2.7356,96100
23,504,469,2.4722,103300
26,299,317,4.4519,110500
17,1369,1299,2.9452,115600
25,198,213,3.1654,111600
17,378,351,3.1194,112500
29,225,223,4.0938,109100
15,499,470,5.31,127500
17,682,666,3.311,109400
25,146,167,3.6897,101100
18,186,192,4.5766,108700
13,1090,1059,2.9693,104400
18,38,41,3.1042,165000
19,680,579,2.3787,91300
16,NA,375,2.6471,90700
10,580,497,2.5035,112500
9,521,565,3.5192,113300
22,253,250,2.5,101600
17,350,338,2.3684,150000
3,1136,995,3.0481,92500
19,470,480,3.6563,95600
25,718,613,2.1116,89600
29,563,525,2.8966,92400
12,628,593,2.9896,118600
11,498,504,4.1447,114000
12,3358,3234,3.5691,116300
19,1167,1112,2.9464,113500
16,896,855,2.6635,135800
18,363,347,2.7679,118000
26,244,235,5.6485,129500
16,491,485,4.5066,140200
17,258,262,5.0917,134100
14,1008,983,4.4602,134500
18,780,775,3.9934,123300
22,411,407,5.0427,126900
33,198,191,2.8021,118800
16,370,371,5.0622,132400
17,938,947,5.2881,138000
21,432,440,4.5815,125500
20,332,288,1.8288,32500
27,509,450,2.0901,52500
19,134,133,4.15,157500
29,391,352,4.2206,157700
4,3392,3086,4.3658,130600
4,2282,2140,4.5604,145900
3,384,316,5.4445,237600
19,414,404,5.8831,209900
2,1132,984,4.3879,144400
14,465,456,5.7452,240900
17,655,639,5.8239,247500
6,465,345,5.1811,188400
14,685,646,3.5625,125700
18,502,541,3.3281,91200
7,921,886,4.7557,150400
10,629,587,4.45,138700
15,637,616,4.8831,154400
15,254,256,6.2575,143500
11,459,424,3.175,94400
18,849,843,4.175,144400
10,763,758,5.2447,148100
10,153,155,7.0326,241100
14,463,432,3.8897,175700
14,441,422,4.6989,213800
20,339,336,4.5368,219300
17,386,372,4.5272,191700
17,202,178,4.4107,151600
14,247,224,4.1974,157800
20,307,305,3.9808,160200
20,229,219,4.4125,144600
11,260,233,4.8073,156700
17,557,530,3.2234,82000
14,171,183,4.4306,170100
16,391,378,1.9485,155400
19,276,290,3.215,104600
22,396,420,1.8846,88300
4,1063,953,4.1179,134600
27,548,517,2.5727,86100
8,1777,1694,4.0516,121200
11,1507,1299,2.3343,97800
18,235,262,4.0625,100300
21,291,301,4.35,96200
16,223,233,4.1597,95900
5,1178,1131,3.3608,108900
10,897,884,3.5461,103600
3,6210,5358,4.9516,153700
24,277,250,3.0833,162500
32,261,249,4.4519,137500
36,255,256,2.0048,72900
47,254,218,2.8616,92500
43,327,314,2.9744,136800
52,212,212,1.6458,52800
36,264,244,2.4353,162500
19,1083,905,3.3398,89700
17,593,559,5.8324,374200
21,473,451,4.025,293800
27,417,336,4.6477,265900
23,725,651,2.6719,193600
36,168,169,2.625,210000
21,624,595,4.7813,241500
20,230,217,4.2333,363300
11,335,342,3.1375,146200
41,106,94,2.6818,225000
11,394,372,2.8839,145900
50,613,555,2.6598,157300
52,400,367,2.9554,136500
40,536,535,3.0912,155300
23,356,338,3.7049,192200
36,270,255,1.9405,145400
13,782,747,3.7316,192400
6,669,648,4.1875,217600
11,382,358,3.5714,243000
17,512,481,3.6354,221200
14,612,600,4.76,216000
11,739,654,3.067,207900
7,338,331,4.005,180400
7,325,304,2.3125,170800
30,90,95,3.6333,202500
7,741,720,5.0871,290500
15,429,357,4.1528,336800
23,70,52,2.2132,1.00E+05
52,301,239,3.2292,225000
4,3522,3258,6.1287,289600
2,63,54,8.4411,500001
14,861,821,5.7763,206700
3,1385,856,6.7172,292400
4,1748,1583,5.6501,254900
16,2062,2023,5.228,187800
10,2278,2199,3.851,137200
4,1333,1236,6.2141,252200
13,127,119,7.5839,426900
40,213,190,5.1165,184200
28,295,262,2.725,140200
10,454,389,3.7802,107300
25,331,324,3.625,121800
29,283,316,2.5972,134300
31,380,357,3.8875,129200
30,773,730,4.5185,142500
35,559,550,3.7083,131000
34,739,753,3.8586,136000
14,886,788,3.2344,128200
24,362,364,3.6,139300
33,791,784,4.1448,137300
33,288,303,3.7969,128400
29,226,198,2.7986,114400
25,433,417,2.5536,144000
25,609,564,2.3049,150000
7,145,132,2.9107,95300
27,628,534,1.4722,91300
25,463,374,2.5395,187500
10,366,363,4.3264,128900
24,470,471,4.7357,162500
16,295,331,3.625,160400
20,444,481,2.5735,130500
31,526,472,2.7321,104300
8,409,394,4.0614,107000
5,896,881,4.0096,182600
13,1025,984,3.5954,163000
20,310,312,4.625,222100
17,733,713,2.9811,231800
17,476,479,5.6029,161800
17,262,256,6.5958,236800
36,392,388,4.125,213000
15,690,666,5.4824,179700
5,580,648,5.7338,225400
28,154,129,2.5781,111600
15,711,762,5.7021,193100
17,2426,2230,3.6361,157700
11,749,676,3.4267,164400
20,1411,1450,4.7056,165500
16,668,591,3.0396,124300
20,1412,1350,3.4184,162500
20,1555,1538,3.2073,123500
30,573,518,2.3,95600
24,189,204,4.1719,213500
25,485,438,8.5282,360100
16,404,379,6.4559,392900
4,578,580,6.7813,286300
4,695,659,6.9532,277000
11,469,463,7.0844,325000
8,253,251,6.9418,310500
20,311,285,8.0103,395500
16,287,289,8.6573,354000
8,371,354,7.9627,345400
10,362,355,7.7234,304100
17,405,407,6.3842,307100
15,495,473,5.3525,191700
19,554,509,6.075,254100
22,278,305,8.8204,390500
9,490,490,8.4839,406700
24,296,302,5.9328,255900
17,427,406,6.2083,242700
4,775,663,6.0758,226800
18,534,480,5.8407,202900
29,634,623,3.6219,176600
16,420,379,2.5868,146900
30,428,456,4.2969,165600
16,522,491,2.6929,119300
16,321,350,5.7214,259400
16,471,464,5.5292,208600
16,541,497,6.1195,251100
19,661,580,5.0681,230500
27,340,369,6.5587,239000
28,370,385,5.3368,233500
17,1035,847,2.6074,137500
11,1796,1621,2.8326,163000
28,248,219,3.875,174000
19,605,573,4.3438,155700
19,365,322,3.6,136400
37,345,358,3.4634,145300
26,553,536,2.2429,150000
30,341,345,2.4667,106000
22,334,316,2.9812,148800
17,1256,1094,2.7266,101000
26,200,188,3.6667,166300
20,496,458,3.2321,162500
23,313,319,3.0357,151500
33,396,412,4.3958,145600
20,516,524,5.1261,158800
17,311,262,6.148,243900
31,414,435,4.4637,192800
15,1209,1057,2.6582,122800
8,890,765,2.6818,114100
34,659,631,3.05,121300
46,281,294,2.7083,116300
44,337,326,3.0284,115800
44,585,550,2.7159,139300
21,1185,1055,3.3482,137300
28,492,498,3.0978,137200
29,388,368,3.5036,123400
24,692,647,1.7806,135000
32,314,302,4.0375,121300
35,391,391,4.7176,166400
38,572,483,3.3836,144900
37,511,504,2.9474,139600
24,952,859,2.2244,114900
36,408,395,2.8702,137000
33,409,375,2.587,138100
36,236,261,3.3036,141000
33,590,615,3.9227,157200
37,468,428,3.3958,130400
43,379,391,3.2083,122800
52,439,437,3.375,144300
40,258,242,5.4689,158200
35,241,253,3.495,118000
33,455,475,2.4464,122600
38,371,354,3.8355,111700
39,511,495,3.4432,106700
15,811,734,3.3936,127000
30,235,225,3.1597,116300
19,816,688,2.8977,126200
26,595,566,4.0139,132000
22,631,557,3.125,111800
24,554,529,4.4946,136000
20,736,681,3.0199,128800
23,362,383,4.4205,135500
11,391,426,4.6167,144000
12,NA,843,4.7147,158700
15,460,449,4.9063,159800
35,651,591,1.4464,113200
52,252,231,1.9236,117200
41,130,138,2.0893,112500
16,1599,1389,2.5677,128900
30,713,693,2.2765,98100
38,544,536,2.837,111200
52,372,355,2.6913,108300
26,429,365,2.4583,110400
39,339,336,1.608,91800
41,334,334,2.25,90500
43,219,198,1.7292,79200
50,143,147,1.9659,85700
39,310,303,2.3636,88300
36,520,523,2.3347,104000
33,216,222,2.5391,108600
6,1119,949,3.625,113600
16,501,535,4.6563,162000
16,348,356,4.7872,147600
14,525,511,3.6467,147500
15,NA,611,3.9336,151000
10,695,663,4.2054,159900
6,628,589,3.2062,167500
13,374,378,5.2551,194300
13,NA,358,3.0598,99700
27,103,103,3.9107,186500
9,411,389,4.4042,159100
14,345,352,5.753,185500
16,524,475,4.8906,178500
11,504,482,6.7544,207900
15,903,858,3.449,149100
28,607,592,2.5048,1.00E+05
32,251,268,3.0057,96900
27,362,350,2.1944,95700
11,382,371,4.8281,137000
21,507,484,2.4716,102500
10,579,549,4.1779,159100
10,930,831,4.0611,158000
13,729,723,5.6168,175400
9,587,589,5.5632,195100
15,661,621,4.8311,176000
16,325,324,5.0431,164100
15,346,328,3.8125,170300
16,348,356,5.2849,160400
16,232,239,5.5677,175400
33,211,210,2.8281,103600
8,766,745,3.1672,150200
12,871,782,5.5425,202300
6,47,42,2.125,416700
25,41,34,3.9696,5.00E+05
8,9,7,7.7197,275000
29,152,149,2.4375,181300
